case_id,jet_region,commanded_massflow_kg_s,actual_massflow_kg_s,actual_massflow_status,active_samples,dt_s,duration_s,response_basis,max_response_load_region,peak_change_N,peak_change_time_s,mean_change_N,estimated_delay_s,delay_method,baseline_std_N,baseline_peak_to_peak_N,quality_status,notes
G01_JET01_existing,JET_01,2.57,,missing_actual_massflow_01,30000,0.0001,3.0,G01_JET01_existing minus G00_nojet_existing at same sample index,Fz_S1R,4576.688227,0.0112,1215.003275,0.0081,first |delta(Fz_S1R)| crossing conservative threshold; no in-case pre-jet baseline so low confidence,3915.445307,59105.142198,usable_for_limited_observation_not_rom_training,"Only JET_01 constant-on case is available. cmd_massflow is boundary command only; actual_massflow monitor is absent and was not substituted."
