source_case_id,source_case_dir,requested_split,assigned_split,status,training_ready,reason_codes,reason_detail,timeseries_rows,schedule_rows,aligned_rows,time_alignment_mode,time_alignment_mismatch_rows,max_time_alignment_error_s,initial_transient_cutoff_s,initial_transient_removed_rows,candidate_windows,accepted_windows,rejected_windows,training_samples,validation_samples,actual_massflow_columns_present,six_region_force_columns_present,source_timeseries_csv,source_schedule_csv
,,,,NO_DATA,false,NO_FORMAL_STAR_DATA,当前配置未提供正式 STAR Case；仅生成可直接复用的标准表头,0,0,0,"right_closed_(t_start,t_end]",0,,,,0,0,0,0,0,0,0,,
