"时间","S1L Monitor: S1L Monitor (N)","S1R Monitor: S1R Monitor (N)","S2L Monitor: S2L Monitor (N)","S2R Monitor: S2R Monitor (N)","S3L Monitor: S3L Monitor (N)","S3R Monitor: S3R Monitor (N)"
0.0038999999999999972,14805.578640844318,12120.104184055766,455.565283468075,513.4906993066985,-4780.873518719622,-4821.451845411111
0.0039999999999999975,15388.004415365158,12758.693876130737,637.3306072371307,702.1041619261656,-4696.311381204251,-4722.15776267629
0.004099999999999998,15939.683434818297,13384.854578306973,819.2411541021656,892.7359615748546,-4596.0316721348445,-4605.371701777563
0.004199999999999998,16459.70313975733,13990.887523683241,967.7320436801998,1052.2299851878838,-4498.4705998910285,-4492.674278510035
0.004299999999999998,16955.56291253415,14576.910392793061,1061.1042714817247,1156.4247939204752,-4417.76206469263,-4401.152277292234
0.0043999999999999985,17441.877598543593,15151.278427483763,1090.1017716355798,1194.8974435893824,-4360.928523256316,-4339.571247483207
0.004499999999999999,17935.844683789,15726.667338329777,1059.4804988180713,1171.8106879779323,-4328.57431488243,-4308.3531792976955
0.004599999999999999,18451.46781424728,16317.17868853227,986.3154022515927,1103.7276915458183,-4314.697714759178,-4299.246801299433
0.004699999999999999,18997.420107429192,16934.8690504078,895.5117381552037,1016.2601433326709,-4308.120568198937,-4298.660959212542
0.0048,19575.889821141445,17586.707843567456,813.6440647754731,936.872396341564,-4294.748189286021,-4291.731703038103
0.0049,20177.60713357676,18268.000425230406,764.7970958690762,890.3689256344134,-4263.490430155239,-4265.084711773633
0.005,20793.82074186131,18971.33781531671,759.8397688570417,887.8944903677115,-4210.909372089267,-4213.030111093418
0.0051,21425.540725318784,19697.934489181505,799.897666670718,929.2218896062086,-4136.259345716678,-4134.977843987688
0.005200000000000001,22041.10384127822,20414.29342891951,871.6727287264257,1001.9691653147422,-4051.128019752035,-4042.328927314763
0.005300000000000001,22647.549826149083,21123.33764458441,962.0541926494227,1091.8495180679088,-3962.2577984225036,-3944.9698467704707
0.005400000000000001,23247.387126613066,21824.000530799374,1053.0717706682578,1181.8086815565432,-3878.336912216731,-3856.5019644978033
0.005500000000000001,23825.927515991345,22494.3175111696,1118.194676295693,1245.93338652322,-3821.422429183889,-3794.5056424111744
