"时间","Roll_Moment Monitor: Roll_Moment Monitor (N-m)"
1.0E-4,67.63176022788352
2.0E-4,27.02038049707838
3.0000000000000003E-4,-10.287331445641719
4.0E-4,-11.19625787921158
5.0E-4,6.5162429609468875
6.000000000000001E-4,26.316222157566745
7.000000000000001E-4,45.55785124697103
8.000000000000001E-4,40.187866131039755
9.000000000000002E-4,5.503367512433076
0.0010000000000000002,-41.83732929026555
0.0011000000000000003,-72.20756405676359
0.0012000000000000003,-69.53930217926185
0.0013000000000000004,-40.68942323023767
0.0014000000000000004,-7.058288727417706
0.0015000000000000005,16.706228701110767
0.0016000000000000005,27.983078481449468
0.0017000000000000006,29.066069440508567
0.0018000000000000006,31.83903063902657
0.0019000000000000006,47.92265591241869
0.0020000000000000005,81.94020849994561
0.0021000000000000003,124.0063163576102
0.0022,160.57426449975173
0.0023,182.8595364251775
0.0024,183.30360731209464
0.0024999999999999996,161.37503684647018
0.0025999999999999994,123.94311576572262
0.0026999999999999993,86.07690326711273
0.002799999999999999,57.89601905912685
0.002899999999999999,44.95673496257893
0.0029999999999999988,46.9243083832539
0.0030999999999999986,58.170423874650695
0.0031999999999999984,74.70752617722113
0.0032999999999999982,91.90778810253015
0.003399999999999998,105.84526688353719
0.003499999999999998,112.02506995597344
0.0035999999999999977,111.52301851183299
0.0036999999999999976,109.11534879215222
0.0037999999999999974,107.0077835795016
0.0038999999999999972,108.3619422147478
0.0039999999999999975,115.86371136974024
0.004099999999999998,128.0657820779402
0.004199999999999998,145.29871538946924
0.004299999999999998,166.4555101621054
0.0043999999999999985,186.8035302801468
0.004499999999999999,204.1661108494922
0.004599999999999999,211.7635707982363
0.004699999999999999,205.8585126614588
0.0048,186.9141052706471
0.0049,158.48514394514953
0.005,126.01712590235341
0.0051,101.1882216770676
0.005200000000000001,88.36592890996626
0.005300000000000001,87.52230545118118
0.005400000000000001,94.3621428599694
0.005500000000000001,105.24801584980135
0.005600000000000002,119.72675566401479
0.005700000000000002,131.79243711494567
0.005800000000000002,144.3716957640843
0.0059000000000000025,150.42050780266513
0.006000000000000003,149.08368879832682
0.006100000000000003,140.1719293636227
0.006200000000000003,131.10869780602926
0.0063000000000000035,130.68370853604782
0.006400000000000004,135.55366244991268
0.006500000000000004,142.69161561930525
0.006600000000000004,152.2717392624661
0.0067000000000000046,159.93179696403652
0.006800000000000005,163.97622082780455
0.006900000000000005,159.16401498700245
0.007000000000000005,147.39518185749878
0.007100000000000006,134.2551151585521
0.007200000000000006,119.62383530828747
0.007300000000000006,107.95320934574062
0.007400000000000006,96.26798412708251
0.007500000000000007,88.7676349951105
0.007600000000000007,93.4121096217888
0.007700000000000007,107.49105354731712
0.0078000000000000074,125.21520501448076
0.007900000000000008,139.6769682426168
0.008000000000000007,149.36585579382353
0.008100000000000007,157.82077343805142
0.008200000000000006,166.1190238171482
0.008300000000000005,173.47308563829702
0.008400000000000005,183.77472764330645
0.008500000000000004,200.3573786025563
0.008600000000000003,222.68548577524047
0.008700000000000003,248.62062004760796
0.008800000000000002,275.22844481866986
0.008900000000000002,300.17927092824715
0.009000000000000001,323.15258690001485
0.0091,345.3045466892774
0.0092,364.3200525078257
0.0093,376.86722866379705
0.009399999999999999,385.233410603573
0.009499999999999998,391.683589355724
0.009599999999999997,395.3420515649604
0.009699999999999997,398.302336127149
0.009799999999999996,402.93370693652935
0.009899999999999996,412.64069850999675
0.009999999999999995,429.1648044935783
0.010099999999999994,454.4406706860946
0.010199999999999994,489.6170183458692
0.010299999999999993,532.0677147367096
0.010399999999999993,579.4628670657809
0.010499999999999992,628.5964270867247
0.010599999999999991,676.6202194045981
0.01069999999999999,722.8621545849064
0.01079999999999999,765.3774353440859
0.01089999999999999,801.90421844091
0.010999999999999989,829.8512492124128
0.011099999999999988,848.0183042017447
0.011199999999999988,856.9974674214487
0.011299999999999987,858.2438225936493
0.011399999999999987,856.183076624952
0.011499999999999986,851.3046208705335
0.011599999999999985,842.5630629124308
0.011699999999999985,830.6012017440667
0.011799999999999984,817.0178278879728
0.011899999999999984,803.02573097908
0.011999999999999983,787.5020362410851
0.012099999999999982,768.5356335403646
0.012199999999999982,745.9902021472773
0.012299999999999981,721.8055310673349
0.01239999999999998,698.6375373498688
0.01249999999999998,678.6371207627617
0.01259999999999998,662.67315027688
0.012699999999999979,650.6306677734486
0.012799999999999978,639.5499637498881
0.012899999999999977,626.8239930036436
0.012999999999999977,612.0431342304654
0.013099999999999976,596.351956925821
