"时间","Jet_Reaction_Z Monitor: Jet_Reaction_Z Monitor (N)"
1.0E-4,400.5646919919227
2.0E-4,316.17502625689144
3.0000000000000003E-4,182.46493315165478
4.0E-4,127.00140797417662
5.0E-4,118.75363611357518
6.000000000000001E-4,123.65065471506256
7.000000000000001E-4,128.8367105899552
8.000000000000001E-4,132.8880251633968
9.000000000000002E-4,137.30217941497648
0.0010000000000000002,143.52590841972457
0.0011000000000000003,153.76633927474856
0.0012000000000000003,169.7818498881927
0.0013000000000000004,190.85016799534182
0.0014000000000000004,213.47221179586714
0.0015000000000000005,233.237103680727
0.0016000000000000005,247.1487920058667
0.0017000000000000006,254.74595176334563
0.0018000000000000006,257.7753292232844
0.0019000000000000006,258.6331843339302
0.0020000000000000005,259.43520608611084
0.0021000000000000003,261.6856442596905
0.0022,266.0366905477704
0.0023,272.32224889848715
0.0024,279.8823718135521
0.0024999999999999996,287.76638033280113
0.0025999999999999994,294.97002411877116
0.0026999999999999993,300.5435318642506
0.002799999999999999,303.8312842573999
0.002899999999999999,304.7034917421375
0.0029999999999999988,303.68524172819735
0.0030999999999999986,301.64850552339226
0.0031999999999999984,299.51065366829243
0.0032999999999999982,298.0520495736754
0.003399999999999998,297.7160394134711
0.003499999999999998,298.6018758053247
0.0035999999999999977,300.4984289319235
0.0036999999999999976,302.973993700865
0.0037999999999999974,305.4464111166062
0.0038999999999999972,307.37367391551106
0.0039999999999999975,308.3462446725486
0.004099999999999998,308.18352584613814
0.004199999999999998,306.96259995717327
0.004299999999999998,304.98812871067804
0.0043999999999999985,302.6740985092845
0.004499999999999999,300.46139390666144
0.004599999999999999,298.6501008122086
0.004699999999999999,297.35960439635113
0.0048,296.5264377517981
0.0049,295.9719512981741
0.005,295.4707824692744
0.0051,294.7795365449766
0.005200000000000001,293.822838134346
0.005300000000000001,292.6080405629582
0.005400000000000001,291.3098467855481
0.005500000000000001,290.2089865051661
0.005600000000000002,289.50988472449285
0.005700000000000002,289.4475083503893
0.005800000000000002,290.21802609794344
0.0059000000000000025,291.8581488216089
0.006000000000000003,294.387912893654
0.006100000000000003,297.761013464736
0.006200000000000003,301.9196773195671
0.0063000000000000035,306.8231536817667
0.006400000000000004,312.34058358070956
0.006500000000000004,318.3986081074403
0.006600000000000004,324.8678144891478
0.0067000000000000046,331.6105370956018
0.006800000000000005,338.54958676821354
0.006900000000000005,345.61750070887905
0.007000000000000005,352.70993542157856
0.007100000000000006,359.7759323058817
0.007200000000000006,366.83430814403226
0.007300000000000006,373.9929185400581
0.007400000000000006,381.4156936684654
0.007500000000000007,389.3483846755846
0.007600000000000007,398.1107118705679
0.007700000000000007,407.9009297606814
0.0078000000000000074,418.6790474043435
0.007900000000000008,430.239471264493
0.008000000000000007,442.37684566378744
0.008100000000000007,454.84841433983775
0.008200000000000006,467.31457014181626
0.008300000000000005,479.36607449328
0.008400000000000005,490.65157349862164
0.008500000000000004,501.08954837278276
0.008600000000000003,510.77148273230796
0.008700000000000003,519.8278645623266
0.008800000000000002,528.3784245631982
0.008900000000000002,536.5341674002124
0.009000000000000001,544.288370506983
0.0091,551.4432105403008
0.0092,557.4442940697423
0.0093,561.646987805902
0.009399999999999999,563.7806804358883
0.009499999999999998,563.7488264441018
0.009599999999999997,561.7922550044774
0.009699999999999997,558.3186634778197
0.009799999999999996,553.740457093478
0.009899999999999996,548.470690980435
0.009999999999999995,542.7381407922719
0.010099999999999994,536.5624979760314
0.010199999999999994,529.7541770977666
0.010299999999999993,522.1323953042188
0.010399999999999993,513.6003034742797
0.010499999999999992,504.213769905846
0.010599999999999991,494.1764955449164
0.01069999999999999,483.82839014788925
0.01079999999999999,473.63140126510655
0.01089999999999999,464.08744003331356
0.010999999999999989,455.59986101635394
0.011099999999999988,448.41245902067004
0.011199999999999988,442.5202205024507
0.011299999999999987,437.754789421973
0.011399999999999987,433.8594060532739
0.011499999999999986,430.6631168374426
0.011599999999999985,428.009852265565
0.011699999999999985,425.7365826390667
0.011799999999999984,423.5934108631194
0.011899999999999984,421.27182612816625
0.011999999999999983,418.597702186412
0.012099999999999982,415.4789916281581
0.012199999999999982,411.88521851135926
0.012299999999999981,407.84817794839034
0.01239999999999998,403.4842601493358
0.01249999999999998,398.9354668740533
0.01259999999999998,394.2530473871857
0.012699999999999979,389.4650280906075
0.012799999999999978,384.58049949408826
0.012899999999999977,379.59392284567
0.012999999999999977,374.41483728300386
0.013099999999999976,368.84653674772693
0.013199999999999976,362.71005849594803
0.013299999999999975,355.88650715511824
0.013399999999999974,348.3395714927372
0.013499999999999974,340.0844637562178
0.013599999999999973,331.1595278477598
0.013699999999999973,321.6954856648923
0.013799999999999972,311.88353382787915
0.013899999999999971,301.9303244056222
0.01399999999999997,292.07972640655964
0.01409999999999997,282.52192978169074
0.01419999999999997,273.4346417647486
0.014299999999999969,265.031986978913
0.014399999999999968,257.5898334074323
0.014499999999999968,251.34630025928067
0.014599999999999967,246.4685821024779
0.014699999999999967,242.99733239729125
0.014799999999999966,240.9300648581729
0.014899999999999965,240.2459521730696
0.014999999999999965,240.8642390477017
0.015099999999999964,242.5986409283833
0.015199999999999964,245.2187612600099
0.015299999999999963,248.5505480699993
0.015399999999999962,252.42898258186432
0.015499999999999962,256.6446925365134
0.015599999999999961,260.99028290799583
0.01569999999999996,265.3487547857836
0.01579999999999996,269.6644006751932
0.01589999999999996,273.8888177940697
0.01599999999999996,277.9907038389383
0.016099999999999958,281.96583138521424
0.016199999999999957,285.80905788519135
0.016299999999999957,289.5637959957387
0.016399999999999956,293.19638027676024
0.016499999999999956,296.68818730760177
0.016599999999999955,300.09526582522557
0.016699999999999954,303.4701141717319
0.016799999999999954,306.7663947727747
0.016899999999999953,309.9578400829386
0.016999999999999953,313.04217324537876
0.017099999999999952,316.01291530922015
0.01719999999999995,318.86769313874396
0.01729999999999995,321.55668485217905
0.01739999999999995,323.9835064360225
0.01749999999999995,326.0729545408633
0.01759999999999995,327.7990906007152
0.01769999999999995,329.1903692550848
0.017799999999999948,330.2913422792897
0.017899999999999947,331.1290999142128
0.017999999999999947,331.71319111092174
0.018099999999999946,332.0938525908775
0.018199999999999945,332.3070287061229
0.018299999999999945,332.36040745290535
0.018399999999999944,332.207097730452
0.018499999999999944,331.8430142960654
0.018599999999999943,331.24440367999364
0.018699999999999942,330.4311799329088
0.018799999999999942,329.4825498170726
0.01889999999999994,328.4610054392654
0.01899999999999994,327.44348507728967
0.01909999999999994,326.50033122798675
0.01919999999999994,325.6674950541707
0.01929999999999994,324.9410408012207
0.019399999999999938,324.30082609659144
0.019499999999999938,323.57486745259166
0.019599999999999937,322.73651797787477
0.019699999999999936,321.7892480172477
0.019799999999999936,320.8362470009097
0.019899999999999935,319.86091348832446
0.019999999999999934,318.935372590234
0.020099999999999934,318.09883585571833
0.020199999999999933,317.318045097103
0.020299999999999933,316.65472945471805
0.020399999999999932,316.12151031882763
0.02049999999999993,315.67740854126737
0.02059999999999993,315.23359012435077
0.02069999999999993,314.68910619568794
0.02079999999999993,313.97926140797557
0.02089999999999993,313.06437770573467
0.02099999999999993,311.9137889321774
0.021099999999999928,310.49642652468685
0.021199999999999927,308.802894671702
0.021299999999999927,306.8744500444294
0.021399999999999926,304.83767350535885
0.021499999999999925,302.7291362756208
0.021599999999999925,300.58668706271567
0.021699999999999924,298.51184094949264
0.021799999999999924,296.52938812522234
0.021899999999999923,294.66953886834483
0.021999999999999922,292.92008921179763
0.022099999999999922,291.2665866693689
0.02219999999999992,289.73081450519874
0.02229999999999992,288.29033795516045
0.02239999999999992,286.91978091275166
0.02249999999999992,285.5476921590307
0.02259999999999992,284.0697180698107
0.022699999999999918,282.38123718420354
0.022799999999999918,280.39439782862115
0.022899999999999917,278.08054802136496
0.022999999999999916,275.41985481530185
0.023099999999999916,272.37958461728533
0.023199999999999915,268.9594644284964
0.023299999999999915,265.23677504375587
0.023399999999999914,261.3033406572562
0.023499999999999913,257.2123502787107
0.023599999999999913,252.9841379725697
0.023699999999999912,248.6746741698718
0.02379999999999991,244.35328986519403
0.02389999999999991,240.07000191832043
0.02399999999999991,235.8614408316759
0.02409999999999991,231.74436562575318
0.02419999999999991,227.6872194239831
0.02429999999999991,223.67363375412344
0.024399999999999908,219.71312979263823
0.024499999999999907,215.79999055699938
0.024599999999999907,211.91199033903254
0.024699999999999906,208.0568834999525
0.024799999999999905,204.21821374077132
0.024899999999999905,200.38532811459
0.024999999999999904,196.55178873075744
0.025099999999999904,192.73414836761833
0.025199999999999903,188.9458849266898
0.025299999999999902,185.20071560410724
0.025399999999999902,181.51806860125856
0.0254999999999999,177.9152901939721
0.0255999999999999,174.42230330832803
0.0256999999999999,171.08585548673682
0.0257999999999999,167.94029546029742
0.0258999999999999,165.0071464871502
0.025999999999999898,162.29279468060471
0.026099999999999898,159.79190627844432
0.026199999999999897,157.49400396910406
0.026299999999999896,155.410830838925
0.026399999999999896,153.5313391388386
0.026499999999999895,151.8683927661833
0.026599999999999895,150.41176821385966
0.026699999999999894,149.1054543796077
0.026799999999999893,147.8993891877092
0.026899999999999893,146.78666560162247
0.026999999999999892,145.80555081355018
0.02709999999999989,144.97160453646575
0.02719999999999989,144.24969316606825
0.02729999999999989,143.557615921432
0.02739999999999989,142.80952872470726
0.02749999999999989,141.94788160561365
0.02759999999999989,140.96331641004065
0.027699999999999888,139.8741816358197
0.027799999999999887,138.68222280626117
0.027899999999999887,137.35263050693897
0.027999999999999886,135.8486214648063
0.028099999999999885,134.15231826866213
0.028199999999999885,132.29631393234877
0.028299999999999884,130.29875609161303
0.028399999999999884,128.16837330794246
0.028499999999999883,125.90029179378828
0.028599999999999882,123.49415201580783
0.028699999999999882,121.00010496805476
0.02879999999999988,118.46161418832332
0.02889999999999988,115.88322007478065
0.02899999999999988,113.23544086167516
0.02909999999999988,110.49721930886402
0.02919999999999988,107.66453240159794
0.029299999999999878,104.75180667918966
0.029399999999999878,101.77431398079656
0.029499999999999877,98.74211613261878
0.029599999999999876,95.64834360576407
0.029699999999999876,92.4877895295136
0.029799999999999875,89.26931496323695
0.029899999999999875,85.9664762235769
0.029999999999999874,82.6098872327959
0.030099999999999873,79.18800519681128
0.030199999999999873,75.75374025239759
0.030299999999999872,72.33032637870595
0.03039999999999987,68.97208669760764
0.03049999999999987,65.70729443470886
0.03059999999999987,62.54039167484163
0.03069999999999987,59.53686388638471
0.03079999999999987,56.68552933260523
0.03089999999999987,54.054161396576134
0.030999999999999868,51.66631669186379
0.031099999999999867,49.51064571152664
0.031199999999999867,47.60508647265051
0.03129999999999987,45.92175086057428
0.03139999999999987,44.42738785978609
0.031499999999999875,43.11630150083134
0.03159999999999988,41.96769987188334
0.03169999999999988,40.95069656836567
0.031799999999999884,40.05487660933908
0.03189999999999989,39.25374425572574
0.03199999999999989,38.51506415905846
0.03209999999999989,37.80670906508981
0.032199999999999895,37.110183637607214
0.0322999999999999,36.42721260771866
0.0323999999999999,35.7575774020008
0.032499999999999904,35.10974860917128
0.03259999999999991,34.465331536577914
0.03269999999999991,33.82170564736154
0.03279999999999991,33.19579071566622
0.032899999999999915,32.59547985015692
0.03299999999999992,32.023709244992034
0.03309999999999992,31.479748797126437
0.033199999999999924,30.980609891944063
0.03329999999999993,30.56106588026291
0.03339999999999993,30.23136166045464
0.03349999999999993,29.97937516443273
0.033599999999999935,29.78776803660246
0.03369999999999994,29.6612102185683
0.03379999999999994,29.61657640715034
0.033899999999999944,29.657399551184426
0.03399999999999995,29.773334987710303
0.03409999999999995,29.939975103811665
0.03419999999999995,30.15272075331315
0.034299999999999956,30.41889207275584
0.03439999999999996,30.753941536336804
0.03449999999999996,31.16192523710517
0.034599999999999964,31.640672547592956
0.03469999999999997,32.20395023617115
0.03479999999999997,32.86648596624342
0.03489999999999997,33.6270063450531
0.034999999999999976,34.46550926702436
0.03509999999999998,35.36062031085643
0.03519999999999998,36.306156364237005
0.035299999999999984,37.28558264525997
0.03539999999999999,38.29560545540164
0.03549999999999999,39.34162801408941
0.03559999999999999,40.400163504804844
0.035699999999999996,41.43739822235783
0.0358,42.44468788988328
0.0359,43.44082347030353
0.036000000000000004,44.452263777298306
0.03610000000000001,45.50316739333383
0.03620000000000001,46.59578348169649
0.03630000000000001,47.72113850306677
0.036400000000000016,48.89562176572082
0.03650000000000002,50.15520170084329
0.03660000000000002,51.53647394948867
0.036700000000000024,53.040670756444285
0.03680000000000003,54.648572815918584
0.03690000000000003,56.36212427559649
0.03700000000000003,58.18690261806156
0.037100000000000036,60.11721524070203
0.03720000000000004,62.121566560000986
0.03730000000000004,64.17542751481228
0.037400000000000044,66.28513093155419
0.03750000000000005,68.42185603704468
0.03760000000000005,70.54290313834763
0.03770000000000005,72.61529399496949
0.037800000000000056,74.63329493457296
0.03790000000000006,76.56486315626985
0.03800000000000006,78.3838874324147
0.038100000000000064,80.07454072551474
0.03820000000000007,81.62886619129605
0.03830000000000007,83.03916926845167
0.03840000000000007,84.30680766291407
0.038500000000000076,85.4377245226714
0.03860000000000008,86.43828183614085
0.03870000000000008,87.30114817369432
0.038800000000000084,88.01819723866528
0.03890000000000009,88.59025171922158
0.03900000000000009,89.03447182043843
0.03910000000000009,89.3810582221342
0.039200000000000096,89.658305163643
0.0393000000000001,89.87633368295948
0.0394000000000001,90.03532054401063
0.039500000000000104,90.1489586607197
0.03960000000000011,90.23386728668436
0.03970000000000011,90.32159596820205
0.03980000000000011,90.43889438226414
0.039900000000000116,90.6090577334245
0.04000000000000012,90.8453255957452
0.04010000000000012,91.16304613976321
0.040200000000000125,91.5611597558323
0.04030000000000013,92.04720838798696
0.04040000000000013,92.65510300550415
0.04050000000000013,93.41988221954787
0.040600000000000136,94.34575796567023
0.04070000000000014,95.40651475330064
0.04080000000000014,96.57849948521073
0.040900000000000145,97.85448039642786
0.04100000000000015,99.24120364309663
0.04110000000000015,100.73170161844878
0.04120000000000015,102.32123032583188
0.041300000000000156,103.98626717229713
0.04140000000000016,105.70090294042087
0.04150000000000016,107.44579103566849
0.041600000000000165,109.20989675276685
0.04170000000000017,110.98557531690568
0.04180000000000017,112.7611231149017
0.04190000000000017,114.51577649762251
0.042000000000000176,116.23359801875552
0.04210000000000018,117.89729114285603
0.04220000000000018,119.47985558530516
0.042300000000000185,120.96819662735524
0.04240000000000019,122.3555519031921
0.04250000000000019,123.6335745830197
0.04260000000000019,124.77903856729534
0.042700000000000196,125.76890972280489
0.0428000000000002,126.60055489067472
0.0429000000000002,127.26801543678474
0.043000000000000205,127.76953213757707
0.04310000000000021,128.1086965657285
0.04320000000000021,128.3014631731806
0.04330000000000021,128.36002077832583
0.043400000000000216,128.29181904550606
0.04350000000000022,128.1028220270499
0.04360000000000022,127.80338823795165
